"reassignments","bus_comp_hrs","priorities"
0,0.02,"Low"
1,12.56,"Medium"
0,0.73,"Low"
1,363.08,"Medium"
1,0.73,"Low"
0,0.43,"Low"
1,12.38,"Low"
1,959.62,"Low"
1,8.99,"Low"
1,6.62,"Low"
0,6.37,"Low"
1,49.31,"Low"
1,0.43,"Low"
1,2.2,"Medium"
0,0.12,"Low"
1,21.3,"Low"
0,3.33,"Low"
1,36.9,"Low"
3,46.63,"Low"
1,29.7,"Low"
0,1.37,"Low"
0,1.23,"Low"
1,0.78,"Low"
5,75.52,"Medium"
0,29.92,"Medium"
0,15,"Medium"
0,77.17,"Medium"
0,0.8,"Low"
1,97.8,"Medium"
1,60.73,"Low"
1,33.26,"Medium"
0,76.65,"Medium"
2,3.33,"Medium"
1,8.87,"Low"
0,5.23,"Low"
1,0.42,"Medium"
1,1.58,"Low"
0,1.33,"Low"
0,0.3,"Low"
1,17.03,"Low"
0,0.2,"Low"
2,28.77,"Low"
1,28.12,"Low"
0,1.15,"Low"
0,43.93,"Low"
1,4.25,"Low"
0,0.95,"Low"
1,734.54,"Low"
1,5.8,"Medium"
1,0.35,"Medium"
1,8.18,"Low"
0,0.3,"Low"
0,12.43,"Low"
0,0.18,"Low"
0,0.2,"Low"
1,0.77,"Low"
1,161.44,"Low"
1,433.43,"Medium"
1,2.52,"Medium"
0,0.27,"Low"
1,9.8,"Medium"
1,1,"Low"
0,0.72,"Low"
1,17.48,"Low"
2,56.93,"Medium"
1,0.78,"Low"
1,13.18,"Low"
2,1.03,"Low"
0,0.28,"Low"
1,2.6,"Low"
3,8.88,"Medium"
1,62.47,"Low"
2,7.63,"Low"
1,0.33,"Low"
1,2.65,"Low"
1,264.6,"Low"
1,1.35,"Low"
0,0.15,"Low"
0,76.1,"Low"
0,76.08,"Low"
0,76.06,"Low"
0,76.05,"Low"
0,10.55,"Low"
1,1.62,"Medium"
1,10.55,"Low"
0,11.48,"Medium"
1,38.76,"Medium"
0,1.05,"Low"
1,13.2,"Low"
0,0.9,"Low"
2,359.5,"Medium"
0,0.73,"Low"
2,15.65,"Medium"
0,0.65,"Low"
1,3.69,"Low"
1,30.23,"Low"
2,3.7,"Medium"
0,0,"Low"
0,0,"Low"
1,0,"Medium"
1,3.35,"Low"
1,0,"Medium"
1,121.78,"Low"
0,2.25,"Low"
0,0,"Medium"
1,12.78,"Low"
2,71,"Low"
1,17.5,"Low"
1,20.85,"Low"
1,2.72,"Low"
1,8.47,"Medium"
1,2.02,"Medium"
1,1.07,"Low"
1,57.62,"Medium"
1,0,"Low"
1,87.07,"Medium"
1,4.72,"Low"
1,0,"Low"
2,2.28,"Low"
1,57.28,"Medium"
1,57.27,"Medium"
1,60.47,"Low"
2,7.12,"Low"
1,21.93,"Medium"
2,146.83,"Low"
2,34.17,"Low"
0,0,"Low"
0,0,"Low"
1,9.02,"Low"
0,2.43,"Low"
1,45.82,"Low"
1,0,"Low"
0,0.58,"Low"
3,10,"Low"
1,2.12,"Medium"
0,2.12,"Medium"
0,1.18,"Medium"
1,0,"Low"
1,1.68,"Low"
1,0,"Low"
1,17.32,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,4.7,"Medium"
0,0,"Medium"
1,0,"Low"
1,0,"Low"
3,26.07,"Low"
0,153.98,"Low"
1,33.63,"Low"
0,0,"Low"
0,3.6,"Low"
0,0,"Low"
2,71.38,"Low"
0,294.4,"Medium"
0,294.42,"Low"
0,1.2,"Medium"
1,0,"Low"
1,0,"Low"
1,1.22,"Low"
0,4.1,"Low"
1,1.65,"Low"
1,0.3,"Medium"
1,4.9,"Medium"
0,1.33,"Low"
1,6.07,"Low"
0,0.25,"Low"
2,26.9,"Low"
2,4.5,"Low"
0,0,"Low"
1,1.07,"Low"
0,3.85,"Low"
2,48.67,"Medium"
1,0,"Medium"
1,0,"Medium"
0,19.8,"Low"
0,4.8,"Low"
1,3.83,"Low"
1,4.92,"Medium"
1,93.02,"Low"
0,0,"Low"
1,14.57,"Medium"
0,0,"Low"
1,45.58,"Low"
1,0,"Low"
1,3.58,"Low"
1,6.58,"Low"
2,17.2,"Low"
1,0,"Low"
0,0,"Low"
1,321.83,"Low"
0,74.35,"Low"
0,74.32,"Low"
0,74.3,"Low"
0,0,"Low"
0,74.3,"Low"
0,20,"Low"
0,0,"Low"
0,8.92,"Low"
0,14.32,"Low"
2,11.18,"Medium"
0,1.43,"Low"
0,74.27,"Low"
1,22.75,"Medium"
0,0,"Low"
1,2.03,"Medium"
2,2.65,"Medium"
0,0,"Low"
1,0,"Low"
1,4.88,"Low"
0,3.93,"Low"
6,29.2,"Low"
0,0,"Low"
0,0,"Low"
1,1.97,"Low"
1,98.47,"Medium"
2,0,"Low"
0,0.2,"Low"
2,15.03,"Medium"
0,0,"Low"
1,0,"Low"
0,0,"Medium"
1,0,"Low"
1,0,"Medium"
1,147.77,"Medium"
0,0,"Low"
1,7.03,"Low"
0,337.6,"Medium"
0,20.82,"Medium"
0,2.9,"Low"
0,20.8,"Medium"
0,20.78,"Medium"
1,1.32,"Low"
1,2127.6,"Low"
0,0,"Medium"
0,4.22,"Low"
0,0,"Low"
0,20.77,"Medium"
0,20.65,"Medium"
0,20.58,"Medium"
0,20.53,"Medium"
1,0,"Low"
0,0,"Medium"
0,0,"Medium"
0,0,"Medium"
1,154.03,"Low"
1,291.27,"Low"
1,1.6,"Medium"
1,0,"Low"
2,6.82,"Low"
1,0,"Low"
1,343.13,"Low"
0,2.83,"Low"
1,4.07,"Low"
0,0,"Low"
1,4.05,"Low"
2,0,"Medium"
1,0,"Medium"
1,21.33,"Medium"
0,4.53,"Low"
1,0,"Medium"
1,0,"Low"
0,0,"Low"
0,2.62,"Low"
0,74.25,"Low"
0,74.23,"Low"
0,74.22,"Low"
0,8.95,"Low"
0,8.9,"Low"
0,2.6,"Low"
0,74.2,"Low"
0,74.18,"Low"
1,22.88,"Medium"
1,26.95,"Low"
1,46.37,"Low"
0,0,"Low"
0,3.57,"Medium"
1,1.08,"Low"
1,0,"Low"
4,24.47,"Low"
1,0,"Low"
0,4.22,"Low"
1,10,"Low"
1,0,"Low"
1,87.8,"Medium"
1,1.5,"Medium"
1,0,"Medium"
1,0,"Low"
1,589.87,"Low"
0,60.63,"Medium"
0,72.12,"Medium"
1,45.63,"Low"
1,235.13,"Low"
1,4.07,"Low"
0,57.23,"Low"
0,1.72,"Low"
1,43.4,"Low"
0,2.18,"Medium"
0,0.73,"Low"
0,6.97,"Low"
1,3.25,"Low"
0,0.38,"Low"
1,347.02,"Low"
0,13.93,"Low"
0,0.97,"Low"
0,2.27,"Low"
1,5.32,"Medium"
1,21.66,"Low"
1,8.85,"Low"
1,5.37,"Low"
0,0.35,"Low"
0,2.07,"Low"
1,22.15,"Low"
1,1.95,"Low"
2,4.15,"Low"
2,45.75,"Low"
2,3.98,"Low"
1,250.15,"Medium"
1,373.5,"Low"
1,12.37,"Medium"
1,2.3,"Low"
1,108.35,"Medium"
1,14.37,"Low"
1,1.2,"Low"
1,0.45,"Low"
0,2,"Low"
1,18.17,"Medium"
1,1.15,"Low"
1,18.99,"Low"
0,0.05,"Low"
1,10.65,"Medium"
0,0.52,"Low"
0,0.95,"Low"
3,28.55,"Low"
0,9.97,"Low"
1,3.03,"Low"
0,5.53,"Low"
1,9.15,"Low"
1,1589.63,"Low"
1,2.28,"Low"
1,0.48,"Low"
1,353.07,"Low"
0,0.87,"Low"
2,16.15,"Medium"
2,9.4,"Medium"
0,1.57,"Low"
2,29.81,"Medium"
1,10.06,"Low"
0,1.47,"Low"
3,328.86,"Low"
1,1.4,"Low"
2,90.9,"Low"
0,7.57,"Low"
1,0.1,"Low"
1,1.57,"Low"
1,15.16,"Low"
0,0.45,"Low"
1,0.4,"Low"
0,0.08,"Low"
1,0.62,"Low"
1,24.07,"Low"
1,8.31,"Low"
2,58,"Low"
1,23.62,"Medium"
0,2.37,"Low"
0,2.37,"Low"
0,2.35,"Low"
1,10.48,"Low"
1,0.43,"Medium"
2,15.33,"Medium"
1,8.28,"Low"
4,677.92,"Medium"
1,31.58,"Medium"
1,0.97,"Low"
1,4.69,"Medium"
1,22.75,"Low"
4,9.66,"Medium"
0,0.27,"Low"
1,633,"Medium"
0,0.4,"Low"
1,7.9,"Low"
0,4.75,"Low"
2,15.75,"Low"
1,4.36,"Low"
0,0.07,"Low"
1,5.25,"Low"
0,0.02,"Low"
2,4.67,"Low"
1,1.87,"Low"
0,0.48,"Low"
3,18.44,"Low"
1,1.7,"Low"
1,1.53,"Low"
1,2.32,"Low"
1,1.45,"Low"
1,1.37,"Low"
1,17.56,"Medium"
1,107.88,"Low"
1,46.95,"Low"
0,1.1,"Low"
1,631.1,"Medium"
1,3.72,"Medium"
1,6.63,"Low"
0,4.15,"Low"
5,332.46,"Low"
1,2.18,"Low"
1,2.2,"Low"
1,1.4,"Low"
0,2.78,"Low"
0,52.22,"Medium"
1,366.93,"Medium"
1,5.25,"Low"
1,92.23,"Medium"
1,63.83,"Low"
2,343.23,"Medium"
4,221.67,"Medium"
2,10.48,"Low"
1,2.2,"Low"
2,38.28,"Medium"
1,0,"Low"
0,0.5,"Low"
1,2.4,"Low"
0,0,"Medium"
1,10.67,"Low"
3,39.52,"Medium"
1,1.77,"Low"
1,28.73,"Medium"
1,1.3,"Low"
0,42.8,"Low"
1,1037.25,"Low"
1,67.08,"Medium"
1,3,"Medium"
2,12.77,"Low"
2,20.7,"Low"
3,49.07,"Medium"
2,55.63,"Medium"
1,1.58,"Low"
1,2.2,"Low"
2,36.95,"Low"
1,6.67,"Low"
0,0,"Medium"
1,40.95,"Low"
1,274.6,"Low"
1,943.2,"Low"
0,0,"Low"
1,7.53,"Low"
0,1.48,"Medium"
0,0.17,"Low"
0,0.15,"Low"
1,5.3,"Low"
1,5.12,"Low"
0,0,"Low"
0,0.78,"Medium"
0,6.02,"Medium"
0,0.77,"Low"
0,5.97,"Medium"
1,0,"Medium"
1,0,"Medium"
0,0,"Medium"
0,0,"Medium"
1,0,"Medium"
0,0,"Medium"
0,0,"Low"
0,12.23,"Medium"
1,30,"Low"
1,5.62,"Low"
1,30,"Low"
1,5.6,"Low"
0,0.95,"Low"
0,1.35,"Low"
1,0.58,"Low"
0,0.43,"Low"
0,1.68,"Low"
0,1.65,"Low"
0,3.1,"Low"
0,0.05,"Low"
1,6.97,"Low"
1,74.52,"Low"
0,20.82,"Low"
3,11.71,"Medium"
1,76.45,"Medium"
1,62.66,"Medium"
1,154.89,"Low"
1,4.53,"Low"
2,4.83,"Low"
1,6.22,"Medium"
1,142.67,"Medium"
1,142.78,"Medium"
2,4.73,"Medium"
1,15.62,"Low"
1,2.05,"Low"
3,2.27,"Low"
3,31.58,"Low"
3,8.4,"Low"
3,1.87,"Medium"
1,77.43,"Low"
0,0.3,"Low"
1,315.38,"Medium"
1,19.25,"Medium"
1,4.72,"Low"
0,0.43,"Low"
2,2.75,"Medium"
0,27.78,"Low"
1,0.8,"Medium"
1,1.9,"Low"
1,3.98,"Low"
0,3.3,"Low"
1,21.19,"Medium"
1,20.97,"Medium"
1,3.97,"Low"
1,73.69,"Medium"
1,0.92,"Low"
1,3.72,"Low"
1,5.18,"Low"
0,8.74,"Low"
1,3.05,"Low"
2,3.53,"Low"
2,8.68,"Medium"
2,0.47,"Low"
0,42.77,"Low"
2,17.94,"Medium"
1,112.45,"Low"
1,1.15,"Medium"
1,0.1,"Medium"
2,4.75,"Low"
1,1.55,"Low"
1,98.21,"Medium"
3,92.65,"Low"
1,72.93,"Medium"
1,0.83,"Low"
0,2.9,"Low"
0,9,"Low"
1,72.75,"Medium"
1,18.12,"Low"
1,2.97,"Low"
0,7.47,"Low"
1,16.23,"Medium"
0,0.98,"Low"
1,72.43,"Medium"
1,8.17,"Low"
1,72.32,"Medium"
1,72.26,"Medium"
0,7.74,"Low"
1,156.43,"Low"
0,0.22,"Low"
1,20.82,"Low"
1,2.37,"Low"
0,7.45,"Low"
1,1.05,"Low"
2,764.9,"Low"
4,110.58,"Low"
1,162.58,"Medium"
5,148.35,"Low"
2,9.19,"Low"
0,4.42,"Low"
3,37.12,"Low"
1,3.82,"Medium"
0,3.5,"Low"
0,3.5,"Low"
2,2.6,"Low"
0,0.27,"Low"
2,3.8,"Low"
2,10.77,"Low"
1,71,"Medium"
2,2.42,"Medium"
1,70.93,"Low"
1,1.42,"Low"
2,2.5,"Low"
2,1.28,"Medium"
0,1.22,"Low"
1,3.47,"Medium"
1,1.17,"Low"
2,64.5,"Low"
2,2.48,"Medium"
1,336.12,"Low"
2,30.78,"Medium"
1,2.33,"Low"
7,131.52,"Low"
2,173.35,"Low"
0,0.85,"Low"
1,25.45,"Medium"
1,4.63,"Medium"
1,16.82,"Low"
1,28.81,"Low"
1,405.39,"Medium"
2,49.18,"Medium"
1,2.63,"Low"
0,0.05,"Low"
0,0.18,"Low"
0,0.13,"Low"
1,26.39,"Low"
1,5.81,"Medium"
1,2.45,"Medium"
0,0.22,"Low"
1,0.4,"Medium"
1,0.9,"Low"
1,31.13,"Medium"
2,1.15,"Medium"
3,478.48,"Low"
1,7.93,"Low"
1,249.62,"Low"
0,2.9,"Low"
1,44.37,"Low"
1,3.45,"Low"
1,33.58,"Low"
1,1.8,"Low"
4,0,"Medium"
1,12.97,"Medium"
0,6.27,"Low"
1,50,"Low"
0,0,"Low"
0,0,"Low"
2,3.5,"Medium"
2,1203.97,"Medium"
3,4.22,"Low"
1,92.5,"Low"
0,3.33,"Low"
1,38.25,"Low"
2,104.67,"Low"
1,206.27,"Low"
1,6.4,"Low"
1,7.45,"Medium"
1,3.47,"Medium"
1,2,"Low"
NA,NA,NA
1,3.62,"Medium"
0,0.12,"Low"
0,0.1,"Low"
3,12.52,"Low"
1,3.62,"Low"
2,63.82,"Medium"
1,0,"Low"
1,20.85,"Medium"
1,1.15,"Low"
2,5.1,"Medium"
0,0,"Medium"
0,0.1,"Low"
0,0.1,"Low"
4,12.77,"Medium"
0,2.2,"Medium"
0,2.17,"Medium"
3,30,"Medium"
0,2.15,"Medium"
0,0.9,"Low"
0,9.07,"Low"
0,0.62,"Low"
2,776.65,"Low"
1,1.07,"Low"
1,7.75,"Low"
0,1.67,"Low"
1,15.42,"Medium"
0,13.44,"Low"
1,10.72,"Low"
1,23,"Low"
0,0.63,"Low"
1,14.55,"Medium"
2,21.08,"Medium"
0,1.15,"Medium"
1,57.14,"Low"
0,13.09,"Low"
4,88.93,"Medium"
1,236.12,"Medium"
1,21.05,"Medium"
4,8.07,"Medium"
2,18.14,"Low"
1,210.12,"Medium"
1,8.07,"Low"
NA,NA,NA
4,17.6,"Low"
1,0.92,"Low"
1,3.42,"Low"
0,1.13,"Low"
0,2.25,"Medium"
0,0.28,"Low"
0,0.33,"Low"
1,79.48,"Low"
1,2.43,"Low"
0,0.15,"Low"
0,6.13,"Low"
0,0,"Low"
1,838.59,"Medium"
1,1.78,"Low"
2,16.83,"Medium"
0,0.47,"Low"
1,56.27,"Low"
0,6.7,"Low"
1,0.07,"Low"
2,8.48,"Medium"
1,91.85,"Medium"
4,17.88,"Medium"
1,29.12,"Low"
1,670.91,"Medium"
0,9.92,"Low"
1,53.02,"Low"
1,0.03,"Low"
2,3.45,"Medium"
1,0.45,"Low"
1,598.58,"Low"
1,3.25,"Medium"
1,43.21,"Low"
0,5.48,"Low"
2,3.33,"Medium"
1,7.28,"Low"
1,67.55,"Medium"
1,0.05,"Low"
1,22.75,"Medium"
1,5.3,"Low"
1,11.38,"Medium"
1,5.1,"Medium"
1,0.13,"Low"
1,19.74,"Medium"
0,0.45,"Medium"
1,28.03,"Medium"
1,107.05,"Low"
1,115.79,"Low"
0,8.33,"Low"
0,8.32,"Low"
1,13.5,"Low"
1,0.43,"Medium"
1,75.83,"Low"
2,7.94,"Low"
0,3.63,"Low"
1,3.53,"Medium"
1,31.6,"Low"
1,3.35,"Low"
1,16.13,"Low"
1,4.47,"Low"
1,2.77,"Low"
3,33.9,"Low"
1,3.5,"Low"
0,0.1,"Low"
1,2.12,"Low"
2,20.68,"Medium"
1,0.22,"Low"
3,82.25,"Low"
0,4.27,"Low"
1,0.43,"Low"
1,126.91,"Low"
2,292.74,"Low"
0,6.4,"Low"
1,14.73,"Low"
1,255.47,"Low"
0,29.3,"Low"
1,16,"Low"
1,24.86,"Low"
0,1.92,"Low"
0,3.91,"Low"
2,1.48,"Low"
2,5.9,"Medium"
4,124.67,"Low"
1,19.53,"Medium"
1,8.18,"Medium"
3,3.2,"Low"
1,12.68,"Low"
1,2.07,"Low"
0,1.27,"Low"
0,0,"Low"
0,0,"Low"
3,32.62,"Low"
1,40,"Low"
1,502.28,"Low"
1,12.6,"Low"
2,64.63,"Low"
1,0.42,"Low"
0,4.38,"Medium"
0,0,"Low"
1,5.2,"Low"
0,1.07,"Low"
0,20,"Low"
3,132.9,"Medium"
NA,NA,NA
1,123.22,"Low"
0,0,"Low"
1,0,"Medium"
0,2.3,"Medium"
1,2.32,"Low"
1,2.28,"Medium"
0,1.7,"Low"
1,61.63,"Low"
2,13.08,"Medium"
0,0,"Low"
1,15.48,"Low"
0,15.47,"Medium"
0,1.62,"Low"
1,10,"Low"
0,2.95,"Medium"
1,15.5,"Low"
1,125.12,"Medium"
0,0.22,"Low"
0,0.2,"Low"
0,15.53,"Medium"
1,0,"Low"
1,3.45,"Medium"
1,12.47,"Low"
0,173.8,"Low"
1,7,"Low"
1,20.53,"Low"
2,368.3,"Medium"
1,1.38,"Medium"
1,16.85,"Low"
0,0,"Low"
1,1.27,"Low"
1,10.45,"Low"
1,922.95,"Low"
1,436.34,"Low"
0,0.82,"Medium"
0,127.88,"Low"
1,16.95,"Low"
0,0.1,"Low"
1,10.7,"Medium"
1,6.27,"Low"
2,5.32,"Medium"
0,0.12,"Low"
0,0.12,"Low"
2,2185.02,"Low"
1,2.08,"Medium"
1,36.19,"Low"
1,1.67,"Low"
1,2.05,"Low"
1,1.12,"Low"
3,4.4,"Low"
2,0.28,"Medium"
1,1.17,"Low"
0,0.87,"Medium"
1,5.92,"Medium"
2,107.01,"Low"
1,0.9,"Low"
1,22.46,"Low"
0,0.8,"Low"
1,2.77,"Medium"
1,17.87,"Medium"
0,129.07,"Low"
1,441.18,"Low"
1,0.25,"Medium"
0,0.58,"Low"
0,1.17,"Low"
3,1490.63,"Low"
1,0.2,"Low"
1,584.7,"Medium"
1,5.25,"Low"
1,22.19,"Medium"
1,8.79,"Low"
2,110.51,"Medium"
1,0.32,"Low"
2,1.05,"Medium"
1,0.4,"Medium"
1,0.97,"Medium"
1,138.84,"Low"
1,1,"Low"
4,47.15,"Low"
1,37.55,"Low"
1,193.37,"Low"
1,7.78,"Low"
1,72.2,"Low"
1,700.6,"Medium"
1,1.93,"Low"
1,173.43,"Low"
0,0.42,"Medium"
1,18.45,"Medium"
1,7.22,"Medium"
2,2.12,"Medium"
1,2.65,"Low"
1,18.2,"Low"
2,45.75,"Low"
0,1.67,"Low"
1,878.3,"Low"
2,1814.03,"Medium"
1,21.8,"Medium"
0,50.87,"Low"
1,8.35,"Medium"
2,186.17,"Low"
0,7.02,"Low"
0,7,"Low"
2,25.3,"Low"
3,33.56,"Low"
1,6.29,"Low"
1,189.18,"Medium"
1,5.35,"Low"
2,13.33,"Low"
0,1.1,"Low"
0,0.02,"Low"
2,8.43,"Low"
0,120.92,"Low"
2,61.16,"Medium"
2,6.42,"Medium"
1,1.08,"Low"
1,45.98,"Low"
1,0.48,"Low"
2,31.8,"Low"
1,6.45,"Low"
0,1.12,"Low"
1,8.67,"Medium"
1,0.75,"Low"
1,0.63,"Low"
1,23.24,"Low"
1,550.56,"Low"
3,23.69,"Low"
0,60.29,"Low"
1,4,"Low"
1,548.9,"Low"
1,3.26,"Low"
0,8.66,"Low"
1,9.23,"Medium"
2,0.27,"Low"
0,3.15,"Low"
1,49,"Low"
1,880.55,"Medium"
1,1.93,"Medium"
1,58.61,"Low"
1,1040.97,"Low"
0,7.3,"Low"
1,0.5,"Low"
2,10.48,"Low"
1,521.27,"Low"
0,24.38,"Low"
1,4.93,"Low"
1,0,"Low"
3,14.27,"Medium"
7,369.72,"Medium"
1,0,"Medium"
3,8.22,"Medium"
NA,NA,NA
2,9.42,"Medium"
3,104.95,"Low"
1,4.23,"Low"
1,1.72,"Low"
1,18.3,"Low"
1,1.03,"Medium"
1,7.12,"Low"
0,0.65,"Low"
0,0,"Medium"
0,0.77,"Low"
1,0,"Medium"
0,0.75,"Low"
1,127.52,"Medium"
2,6.95,"Low"
1,8.05,"Low"
1,17.95,"Low"
3,71.25,"Low"
2,20,"Medium"
0,0,"Low"
0,0,"Medium"
1,0,"Medium"
1,11.45,"Low"
0,8.5,"Medium"
5,8.25,"Medium"
1,7.23,"Medium"
1,0,"Medium"
1,5.52,"Low"
1,0,"Medium"
1,0,"Medium"
0,0,"Low"
1,250.22,"Low"
0,0,"Low"
0,0,"Low"
1,3.73,"Low"
0,0.35,"Medium"
0,0.33,"Medium"
1,3.27,"Low"
1,13.75,"Low"
0,0,"Low"
1,127.58,"Medium"
0,0.75,"Low"
0,0.73,"Low"
0,0,"Low"
1,7.27,"Low"
0,0.53,"Low"
0,454.75,"Low"
0,163.8,"Low"
0,13.95,"Low"
0,0.57,"Low"
0,56.74,"Low"
1,2.1,"Medium"
1,60.83,"Low"
0,0.2,"Low"
0,4.63,"Medium"
1,2.7,"Low"
1,0.47,"Low"
1,15.08,"Medium"
1,10.31,"Low"
1,33.97,"Low"
0,11.68,"Medium"
1,59.07,"Low"
1,11.9,"Low"
1,0.95,"Low"
1,224.2,"Medium"
3,35.02,"Low"
2,9.18,"Medium"
2,52.5,"Medium"
0,0.18,"Low"
1,3.82,"Low"
1,3.23,"Low"
0,0.23,"Low"
3,159.96,"Low"
1,24.44,"Low"
2,1231.07,"Low"
3,366.38,"Medium"
0,2.92,"Low"
1,1.85,"Low"
2,546.13,"Medium"
0,2.92,"Low"
1,24.45,"Medium"
0,2.6,"Low"
1,29.15,"Low"
5,13.98,"Medium"
1,0.75,"Low"
0,2.37,"Low"
1,18.09,"Medium"
1,2.03,"Medium"
1,18.93,"Low"
1,61.22,"Low"
3,92.28,"Medium"
0,2.15,"Low"
0,62.04,"Low"
0,51.65,"Low"
0,1.88,"Low"
1,11.21,"Medium"
2,146.68,"Low"
0,1.7,"Low"
0,1.3,"Low"
0,1.43,"Low"
1,0.73,"Low"
2,950.64,"Low"
0,1.22,"Low"
1,50.96,"Low"
0,10.1,"Low"
0,1.07,"Low"
1,1.28,"Low"
0,0.73,"Low"
1,339.7,"Medium"
0,52.38,"Low"
1,36.18,"Low"
0,0.53,"Low"
1,8.9,"Low"
0,13.5,"Low"
0,13.5,"Low"
1,7.27,"Medium"
0,0.28,"Low"
1,0.63,"Medium"
1,48.79,"Medium"
3,310.78,"Low"
1,0.83,"Medium"
1,45.07,"Low"
2,6.87,"Low"
2,427.12,"Low"
0,1.72,"Low"
2,92.57,"Low"
1,188.95,"Medium"
3,4.62,"Low"
2,35.33,"Low"
1,0.03,"Low"
2,62.9,"Low"
0,3.65,"Low"
1,0.48,"Low"
1,823.35,"Low"
1,126.85,"Medium"
2,811.65,"Low"
2,626.97,"Low"
0,0.3,"Low"
2,426.72,"Medium"
1,1.28,"Low"
4,462.73,"Low"
1,25.42,"Medium"
1,0.97,"Low"
1,20.74,"Medium"
0,6.31,"Medium"
1,25.06,"Medium"
1,31.15,"Low"
1,48.92,"Low"
2,28.75,"Low"
1,20.87,"Medium"
0,4.77,"Low"
1,10.7,"Low"
0,2.35,"Low"
0,2.39,"Low"
0,2.38,"Low"
0,2.38,"Low"
0,2.4,"Low"
1,9.8,"Medium"
0,2.22,"Low"
0,2.22,"Low"
0,2.21,"Low"
0,2.21,"Low"
0,2.23,"Low"
2,3.98,"Low"
0,2.04,"Low"
0,2.04,"Low"
0,1.98,"Low"
0,1.98,"Low"
0,2,"Low"
1,10.5,"Low"
0,2.02,"Low"
0,2.02,"Low"
0,2.03,"Low"
0,2.03,"Low"
0,2.05,"Low"
0,2.05,"Low"
0,2.05,"Low"
0,2.07,"Low"
0,2.08,"Low"
0,2.08,"Low"
0,2.1,"Low"
0,2.12,"Low"
0,2.13,"Low"
0,2.15,"Low"
0,2.17,"Low"
1,0.87,"Medium"
0,2.17,"Low"
1,22.87,"Medium"
1,47.2,"Low"
0,0,"Low"
1,1.08,"Low"
1,15.78,"Low"
1,27.8,"Low"
1,55.87,"Low"
1,8.02,"Low"
2,17.75,"Low"
1,2.55,"Medium"
0,0,"Low"
1,0,"Medium"
1,117.72,"Medium"
1,537.7,"Low"
1,18.55,"Low"
1,8.73,"Medium"
0,16.77,"Medium"
4,1700,"Low"
1,36.98,"Low"
NA,NA,NA
0,23.28,"Low"
1,5.8,"Low"
2,111.42,"Medium"
1,215.47,"Medium"
1,35.97,"Low"
1,0,"Low"
1,0,"Low"
0,0,"Low"
1,170,"Medium"
0,3.27,"Low"
0,23.3,"Low"
1,1.55,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
5,182.28,"Low"
1,3.72,"Medium"
3,171.1,"Low"
0,0,"Low"
0,0,"Low"
1,4.02,"Low"
2,4.02,"Low"
3,111.02,"Low"
0,2.32,"Low"
1,1.58,"Low"
0,0,"Low"
2,0,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,4.58,"Low"
1,1.27,"Low"
0,0,"Medium"
1,0,"Low"
0,1.23,"Medium"
1,153.83,"Low"
0,5.25,"Low"
1,0,"Low"
1,1.28,"Low"
2,1061.23,"Low"
1,5.23,"Low"
1,108.43,"Low"
1,0,"Low"
2,20.63,"Medium"
2,0,"Medium"
1,0,"Low"
1,50,"Low"
1,1.9,"Medium"
1,23.83,"Low"
1,18.6,"Low"
1,204.75,"Medium"
1,220.62,"Medium"
1,0,"Low"
0,0,"Medium"
1,0.75,"Low"
1,5.22,"Low"
1,0,"Low"
0,10,"Low"
0,10,"Low"
1,2.22,"Low"
2,13.9,"Low"
1,0,"Low"
1,1.73,"Medium"
1,0,"Low"
0,0,"Low"
0,1.48,"Medium"
1,1.2,"Low"
1,1.22,"Low"
1,488.93,"Low"
1,17.5,"Low"
1,539.07,"Low"
1,539.2,"Low"
1,978.42,"Low"
1,539.33,"Low"
1,488.3,"Low"
0,0,"Low"
0,0,"Medium"
1,26.18,"Low"
0,1.73,"Low"
1,0,"Low"
0,287.58,"Medium"
0,47.45,"Low"
1,1.32,"Low"
1,5.18,"Low"
0,62.9,"Low"
1,46.93,"Medium"
0,4.42,"Low"
1,5.17,"Medium"
1,271.88,"Medium"
0,20.82,"Low"
1,0,"Medium"
0,0.58,"Medium"
1,0,"Low"
1,1.37,"Low"
0,2.52,"Low"
0,2.33,"Low"
0,0,"Medium"
0,0,"Medium"
0,0,"Low"
0,0,"Medium"
0,67.02,"Low"
0,0,"Low"
0,10.32,"Low"
1,1.27,"Low"
1,1.25,"Low"
1,1.25,"Low"
0,23.9,"Low"
0,15.9,"Low"
0,2.33,"Low"
0,2.35,"Low"
0,5.1,"Low"
0,2.35,"Low"
0,2.35,"Low"
0,2.37,"Low"
4,120.67,"Medium"
0,52.65,"Low"
1,0,"Low"
1,0.58,"Low"
2,5.08,"Low"
0,1.32,"Low"
1,1.28,"Low"
3,23.37,"Medium"
1,4.97,"Low"
2,18.65,"Medium"
0,154,"Low"
1,2.7,"Low"
0,10,"Low"
0,10,"Low"
2,4.57,"Low"
1,1.27,"Low"
1,0.57,"Low"
1,2.5,"Medium"
1,2.33,"Low"
1,0,"Low"
0,535.18,"Low"
0,2.42,"Low"
0,0,"Low"
0,0.67,"Medium"
0,12.12,"Medium"
0,0,"Low"
1,0,"Low"
0,17.07,"Low"
0,0,"Low"
